Year,Sex,Age,Population,Age-Group
1987,Males,81,16459,80-84
1988,Males,81,17306,80-84
1989,Males,81,17625,80-84
1990,Males,81,18273,80-84
1991,Males,81,19484,80-84
1992,Males,81,20306,80-84
1993,Males,81,21218,80-84
1994,Males,81,22445,80-84
1995,Males,81,23637,80-84
1996,Males,81,23710,80-84
1997,Males,81,23972,80-84
1998,Males,81,24611,80-84
1999,Males,81,24700,80-84
2000,Males,81,24965,80-84
2001,Males,81,29481,80-84
2002,Males,81,32451,80-84
2003,Males,81,33335,80-84
2004,Males,81,33881,80-84
2005,Males,81,34905,80-84
2006,Males,81,36510,80-84
2007,Males,81,38331,80-84
2008,Males,81,38970,80-84
2009,Males,81,39999,80-84
2010,Males,81,40631,80-84
2011,Males,81,41975,80-84
2012,Males,81,42210,80-84
2013,Males,81,41070,80-84
2014,Males,81,41588,80-84
2015,Males,81,42537,80-84
2016,Males,81,43463,80-84
2017,Males,81,46389,80-84
2018,Males,81,48489,80-84
2019,Males,81,50111,80-84
2020,Males,81,52490,80-84
2021,Males,81,55041,80-84
1971,Males,82,8660,80-84
1972,Males,82,8880,80-84
1973,Males,82,9038,80-84
1974,Males,82,8958,80-84
1975,Males,82,8872,80-84
1976,Males,82,8706,80-84
1977,Males,82,8468,80-84
1978,Males,82,8916,80-84
1979,Males,82,8999,80-84
1980,Males,82,9237,80-84
1981,Males,82,9607,80-84
1982,Males,82,11497,80-84
1983,Males,82,11933,80-84
1984,Males,82,11772,80-84
1985,Males,82,12401,80-84
1986,Males,82,13055,80-84
1987,Males,82,13624,80-84
1988,Males,82,14742,80-84
1989,Males,82,15532,80-84
1990,Males,82,15775,80-84
1991,Males,82,16604,80-84
1992,Males,82,17643,80-84
1993,Males,82,18396,80-84
1994,Males,82,19275,80-84
1995,Males,82,20455,80-84
1996,Males,82,21515,80-84
1997,Males,82,21658,80-84
1998,Males,82,21902,80-84
1999,Males,82,22655,80-84
2000,Males,82,22789,80-84
2001,Males,82,23171,80-84
2002,Males,82,27378,80-84
2003,Males,82,29827,80-84
2004,Males,82,30799,80-84
2005,Males,82,31418,80-84
2006,Males,82,32459,80-84
2007,Males,82,34015,80-84
2008,Males,82,35664,80-84
2009,Males,82,36302,80-84
2010,Males,82,37488,80-84
2011,Males,82,38139,80-84
2012,Males,82,39377,80-84
2013,Males,82,39614,80-84
2014,Males,82,38710,80-84
2015,Males,82,39000,80-84
2016,Males,82,40058,80-84
2017,Males,82,41064,80-84
2018,Males,82,43749,80-84
2019,Males,82,45890,80-84
2020,Males,82,47725,80-84
2021,Males,82,49935,80-84
1971,Males,83,7398,80-84
1972,Males,83,7470,80-84
1973,Males,83,7674,80-84
1974,Males,83,7869,80-84
1975,Males,83,7783,80-84
1976,Males,83,7682,80-84
1977,Males,83,7519,80-84
1978,Males,83,7446,80-84
1979,Males,83,7794,80-84
1980,Males,83,7930,80-84
1981,Males,83,7999,80-84
1982,Males,83,8460,80-84
1983,Males,83,10174,80-84
1984,Males,83,10568,80-84
1985,Males,83,10388,80-84
1986,Males,83,11018,80-84
1987,Males,83,11619,80-84
1988,Males,83,12108,80-84
1989,Males,83,13116,80-84
1990,Males,83,13730,80-84
1991,Males,83,14052,80-84
1992,Males,83,14804,80-84
1993,Males,83,15891,80-84
1994,Males,83,16562,80-84
1995,Males,83,17375,80-84
1996,Males,83,18498,80-84
1997,Males,83,19366,80-84
1998,Males,83,19681,80-84
1999,Males,83,19954,80-84
2000,Males,83,20690,80-84
2001,Males,83,20938,80-84
2002,Males,83,21208,80-84
2003,Males,83,25260,80-84
2004,Males,83,27146,80-84
2005,Males,83,28286,80-84
2006,Males,83,28851,80-84
2007,Males,83,29998,80-84
2008,Males,83,31410,80-84
2009,Males,83,32918,80-84
2010,Males,83,33628,80-84
2011,Males,83,34802,80-84
2012,Males,83,35515,80-84
2013,Males,83,36761,80-84
2014,Males,83,36980,80-84
2015,Males,83,36219,80-84
2016,Males,83,36419,80-84
2017,Males,83,37481,80-84
2018,Males,83,38451,80-84
2019,Males,83,41032,80-84
2020,Males,83,43363,80-84
2021,Males,83,45137,80-84
1971,Males,84,6168,80-84
1972,Males,84,6334,80-84
1973,Males,84,6342,80-84
1974,Males,84,6676,80-84
1975,Males,84,6756,80-84
1976,Males,84,6711,80-84
1977,Males,84,6528,80-84
1978,Males,84,6470,80-84
1979,Males,84,6514,80-84
1980,Males,84,6773,80-84
1981,Males,84,6896,80-84
1982,Males,84,6970,80-84
1983,Males,84,7343,80-84
1984,Males,84,8952,80-84
1985,Males,84,9320,80-84
1986,Males,84,9032,80-84
1987,Males,84,9607,80-84
1988,Males,84,10173,80-84
1989,Males,84,10690,80-84
1990,Males,84,11499,80-84
1991,Males,84,12045,80-84
1992,Males,84,12443,80-84
1993,Males,84,13099,80-84
1994,Males,84,14205,80-84
1995,Males,84,14726,80-84
1996,Males,84,15559,80-84
1997,Males,84,16489,80-84
1998,Males,84,17355,80-84
1999,Males,84,17834,80-84
2000,Males,84,18011,80-84
2001,Males,84,18782,80-84
2002,Males,84,18858,80-84
2003,Males,84,19191,80-84
2004,Males,84,23072,80-84
2005,Males,84,24541,80-84
2006,Males,84,25768,80-84
2007,Males,84,26323,80-84
2008,Males,84,27422,80-84
2009,Males,84,28716,80-84
2010,Males,84,30179,80-84
2011,Males,84,30962,80-84
2012,Males,84,32074,80-84
2013,Males,84,32764,80-84
2014,Males,84,34050,80-84
2015,Males,84,34194,80-84
2016,Males,84,33665,80-84
2017,Males,84,33890,80-84
2018,Males,84,34906,80-84
2019,Males,84,35950,80-84
2020,Males,84,38439,80-84
2021,Males,84,40748,80-84
1971,Males,85,4949,80-84
1972,Males,85,5157,80-84
1973,Males,85,5339,80-84
1974,Males,85,5407,80-84
1975,Males,85,5676,80-84
1976,Males,85,5719,80-84
1977,Males,85,5682,80-84
1978,Males,85,5540,80-84
1979,Males,85,5523,80-84
1980,Males,85,5670,80-84
1981,Males,85,5730,80-84
1982,Males,85,5936,80-84
1983,Males,85,5986,80-84
1984,Males,85,6355,80-84
1985,Males,85,7803,80-84
1986,Males,85,8126,80-84
1987,Males,85,7848,80-84
1988,Males,85,8309,80-84
1989,Males,85,8851,80-84
1990,Males,85,9328,80-84
1991,Males,85,10031,80-84
1992,Males,85,10547,80-84
1993,Males,85,10925,80-84
1994,Males,85,11503,80-84
1995,Males,85,12478,80-84
1996,Males,85,12981,80-84
1997,Males,85,13708,80-84
1998,Males,85,14541,80-84
1999,Males,85,15433,80-84
2000,Males,85,16045,80-84
2001,Males,85,16141,80-84
2002,Males,85,16725,80-84
2003,Males,85,16718,80-84
2004,Males,85,17237,80-84
2005,Males,85,20956,80-84
2006,Males,85,21943,80-84
2007,Males,85,23350,80-84
2008,Males,85,23715,80-84
2009,Males,85,24811,80-84
2010,Males,85,26167,80-84
2011,Males,85,27482,80-84
2012,Males,85,28246,80-84
2013,Males,85,29349,80-84
2014,Males,85,30010,80-84
2015,Males,85,31221,80-84
2016,Males,85,31394,80-84
2017,Males,85,31004,80-84
2018,Males,85,31224,80-84
2019,Males,85,32166,80-84
2020,Males,85,33342,80-84
2021,Males,85,35689,80-84
1971,Males,86,4155,85-89
1972,Males,86,4116,85-89
1973,Males,86,4261,85-89
1974,Males,86,4483,85-89
1975,Males,86,4442,85-89
1976,Males,86,4847,85-89
1977,Males,86,4743,85-89
1978,Males,86,4811,85-89
1979,Males,86,4640,85-89
1980,Males,86,4727,85-89
1981,Males,86,4897,85-89
1982,Males,86,4864,85-89
1983,Males,86,5061,85-89
1984,Males,86,5151,85-89
1985,Males,86,5401,85-89
1986,Males,86,6791,85-89
1987,Males,86,6967,85-89
1988,Males,86,6832,85-89
1989,Males,86,7151,85-89
1990,Males,86,7573,85-89
1991,Males,86,8097,85-89
1992,Males,86,8692,85-89
1993,Males,86,9081,85-89
1994,Males,86,9478,85-89
1995,Males,86,9913,85-89
1996,Males,86,10929,85-89
1997,Males,86,11308,85-89
1998,Males,86,11976,85-89
1999,Males,86,12738,85-89
2000,Males,86,13542,85-89
2001,Males,86,14271,85-89
2002,Males,86,14243,85-89
2003,Males,86,14682,85-89
2004,Males,86,14666,85-89
2005,Males,86,15396,85-89
2006,Males,86,18819,85-89
2007,Males,86,19702,85-89
2008,Males,86,20766,85-89
2009,Males,86,21209,85-89
2010,Males,86,22243,85-89
2011,Males,86,23461,85-89
2012,Males,86,24809,85-89
2013,Males,86,25486,85-89
2014,Males,86,26661,85-89
2015,Males,86,27085,85-89
2016,Males,86,28344,85-89
2017,Males,86,28487,85-89
2018,Males,86,28169,85-89
2019,Males,86,28435,85-89
2020,Males,86,29413,85-89
2021,Males,86,30563,85-89
1971,Males,87,3180,85-89
1972,Males,87,3343,85-89
1973,Males,87,3385,85-89
1974,Males,87,3445,85-89
1975,Males,87,3628,85-89
1976,Males,87,3665,85-89
1977,Males,87,3946,85-89
1978,Males,87,3935,85-89
1979,Males,87,3987,85-89
1980,Males,87,3922,85-89
1981,Males,87,3934,85-89
1982,Males,87,4110,85-89
1983,Males,87,4061,85-89
1984,Males,87,4251,85-89
1985,Males,87,4332,85-89
1986,Males,87,4550,85-89
1987,Males,87,5705,85-89
1988,Males,87,5801,85-89
1989,Males,87,5891,85-89
1990,Males,87,5930,85-89
1991,Males,87,6498,85-89
1992,Males,87,6904,85-89
1993,Males,87,7447,85-89
1994,Males,87,7706,85-89
1995,Males,87,8116,85-89
1996,Males,87,8443,85-89
1997,Males,87,9341,85-89
1998,Males,87,9731,85-89
1999,Males,87,10322,85-89
2000,Males,87,11072,85-89
2001,Males,87,11717,85-89
2002,Males,87,12379,85-89
2003,Males,87,12381,85-89
2004,Males,87,12752,85-89
2005,Males,87,12816,85-89
2006,Males,87,13554,85-89
2007,Males,87,16540,85-89
2008,Males,87,17272,85-89
2009,Males,87,18339,85-89
2010,Males,87,18802,85-89
2011,Males,87,19744,85-89
2012,Males,87,20827,85-89
2013,Males,87,22243,85-89
2014,Males,87,22767,85-89
2015,Males,87,23838,85-89
2016,Males,87,24168,85-89
2017,Males,87,25443,85-89
2018,Males,87,25564,85-89
2019,Males,87,25320,85-89
2020,Males,87,25808,85-89
2021,Males,87,26512,85-89
1971,Males,88,2338,85-89
1972,Males,88,2505,85-89
1973,Males,88,2687,85-89
1974,Males,88,2711,85-89
1975,Males,88,2708,85-89
1976,Males,88,2966,85-89
1977,Males,88,2989,85-89
1978,Males,88,3222,85-89
1979,Males,88,3202,85-89
1980,Males,88,3331,85-89
1981,Males,88,3230,85-89
1982,Males,88,3247,85-89
1983,Males,88,3401,85-89
1984,Males,88,3391,85-89
1985,Males,88,3528,85-89
1986,Males,88,3589,85-89
1987,Males,88,3755,85-89
1988,Males,88,4694,85-89
1989,Males,88,4760,85-89
1990,Males,88,4948,85-89
1991,Males,88,4979,85-89
1992,Males,88,5481,85-89
1993,Males,88,5816,85-89
1994,Males,88,6262,85-89
1995,Males,88,6459,85-89
1996,Males,88,6828,85-89
1997,Males,88,7159,85-89
1998,Males,88,7956,85-89
1999,Males,88,8269,85-89
2000,Males,88,8831,85-89
2001,Males,88,9505,85-89
2002,Males,88,10032,85-89
2003,Males,88,10547,85-89
2004,Males,88,10599,85-89
2005,Males,88,11046,85-89
2006,Males,88,10964,85-89
2007,Males,88,11722,85-89
2008,Males,88,14307,85-89
2009,Males,88,14988,85-89
2010,Males,88,16090,85-89
2011,Males,88,16374,85-89
2012,Males,88,17405,85-89
2013,Males,88,18374,85-89
2014,Males,88,19594,85-89
2015,Males,88,20083,85-89
2016,Males,88,21115,85-89
2017,Males,88,21330,85-89
2018,Males,88,22636,85-89
2019,Males,88,22746,85-89
2020,Males,88,22684,85-89
2021,Males,88,23093,85-89
1971,Males,89,1855,85-89
1972,Males,89,1792,85-89
1973,Males,89,1997,85-89
1974,Males,89,2096,85-89
1975,Males,89,2142,85-89
1976,Males,89,2116,85-89
1977,Males,89,2344,85-89
1978,Males,89,2424,85-89
1979,Males,89,2552,85-89
1980,Males,89,2607,85-89
1981,Males,89,2690,85-89
1982,Males,89,2646,85-89
1983,Males,89,2647,85-89
1984,Males,89,2769,85-89
1985,Males,89,2774,85-89
1986,Males,89,2893,85-89
1987,Males,89,2953,85-89
1988,Males,89,3072,85-89
1989,Males,89,3839,85-89
1990,Males,89,3761,85-89
1991,Males,89,4223,85-89
1992,Males,89,4210,85-89
1993,Males,89,4569,85-89
1994,Males,89,4756,85-89
1995,Males,89,5147,85-89
1996,Males,89,5329,85-89
1997,Males,89,5663,85-89
1998,Males,89,6077,85-89
1999,Males,89,6641,85-89
2000,Males,89,6947,85-89
2001,Males,89,7412,85-89
2002,Males,89,8003,85-89
2003,Males,89,8500,85-89
2004,Males,89,8869,85-89
2005,Males,89,9017,85-89
2006,Males,89,9356,85-89
2007,Males,89,9367,85-89
2008,Males,89,9966,85-89
2009,Males,89,12136,85-89
2010,Males,89,12896,85-89
2011,Males,89,13877,85-89
2012,Males,89,14095,85-89
2013,Males,89,15049,85-89
2014,Males,89,15938,85-89
2015,Males,89,17086,85-89
2016,Males,89,17423,85-89
2017,Males,89,18308,85-89
2018,Males,89,18594,85-89
2019,Males,89,19822,85-89
2020,Males,89,20038,85-89
2021,Males,89,19888,85-89
1971,Males,90,1418,85-89
1972,Males,90,1419,85-89
1973,Males,90,1391,85-89
1974,Males,90,1535,85-89
1975,Males,90,1569,85-89
1976,Males,90,1684,85-89
1977,Males,90,1634,85-89
1978,Males,90,1876,85-89
1979,Males,90,1947,85-89
1980,Males,90,1974,85-89
1981,Males,90,2087,85-89
1982,Males,90,2140,85-89
1983,Males,90,2101,85-89
1984,Males,90,2105,85-89
1985,Males,90,2216,85-89
1986,Males,90,2193,85-89
1987,Males,90,2330,85-89
1988,Males,90,2365,85-89
1989,Males,90,2489,85-89
1990,Males,90,3027,85-89
1991,Males,90,2977,85-89
1992,Males,90,3430,85-89
1993,Males,90,3464,85-89
1994,Males,90,3728,85-89
1995,Males,90,3830,85-89
1996,Males,90,4166,85-89
1997,Males,90,4370,85-89
1998,Males,90,4714,85-89
1999,Males,90,5045,85-89
2000,Males,90,5495,85-89
2001,Males,90,5753,85-89
2002,Males,90,6119,85-89
2003,Males,90,6627,85-89
2004,Males,90,7038,85-89
2005,Males,90,7371,85-89
2006,Males,90,7589,85-89
2007,Males,90,7876,85-89
2008,Males,90,7821,85-89
2009,Males,90,8248,85-89
2010,Males,90,10175,85-89
2011,Males,90,10891,85-89
2012,Males,90,11740,85-89
2013,Males,90,12020,85-89
2014,Males,90,12878,85-89
2015,Males,90,13611,85-89
2016,Males,90,14635,85-89
2017,Males,90,14826,85-89
2018,Males,90,15545,85-89
2019,Males,90,15974,85-89
2020,Males,90,17099,85-89
2021,Males,90,17388,85-89
1971,Males,91,962,90+
1972,Males,91,1068,90+
1973,Males,91,1075,90+
1974,Males,91,1078,90+
1975,Males,91,1148,90+
1976,Males,91,1168,90+
1977,Males,91,1323,90+
1978,Males,91,1302,90+
1979,Males,91,1459,90+
1980,Males,91,1533,90+
1981,Males,91,1492,90+
1982,Males,91,1648,90+
1983,Males,91,1654,90+
1984,Males,91,1701,90+
1985,Males,91,1658,90+
1986,Males,91,1713,90+
1987,Males,91,1740,90+
1988,Males,91,1827,90+
1989,Males,91,1852,90+
1990,Males,91,1928,90+
1991,Males,91,2338,90+
1992,Males,91,2421,90+
1993,Males,91,2751,90+
1994,Males,91,2798,90+
1995,Males,91,3009,90+
1996,Males,91,3032,90+
1997,Males,91,3364,90+
1998,Males,91,3551,90+
1999,Males,91,3822,90+
2000,Males,91,4162,90+
2001,Males,91,4426,90+
2002,Males,91,4700,90+
2003,Males,91,4959,90+
2004,Males,91,5354,90+
2005,Males,91,5727,90+
2006,Males,91,6003,90+
2007,Males,91,6234,90+
2008,Males,91,6468,90+
2009,Males,91,6442,90+
2010,Males,91,6772,90+
2011,Males,91,8273,90+
2012,Males,91,9003,90+
2013,Males,91,9796,90+
2014,Males,91,10070,90+
2015,Males,91,10784,90+
2016,Males,91,11477,90+
2017,Males,91,12248,90+
2018,Males,91,12447,90+
2019,Males,91,12967,90+
2020,Males,91,13648,90+
2021,Males,91,14600,90+
1971,Males,92,649,90+
1972,Males,92,695,90+
1973,Males,92,802,90+
1974,Males,92,826,90+
1975,Males,92,803,90+
1976,Males,92,852,90+
1977,Males,92,906,90+
1978,Males,92,1030,90+
1979,Males,92,997,90+
1980,Males,92,1133,90+
1981,Males,92,1187,90+
1982,Males,92,1156,90+
1983,Males,92,1286,90+
1984,Males,92,1315,90+
1985,Males,92,1338,90+
1986,Males,92,1256,90+
1987,Males,92,1325,90+
1988,Males,92,1335,90+
1989,Males,92,1425,90+
1990,Males,92,1429,90+
1991,Males,92,1517,90+
1992,Males,92,1845,90+
1993,Males,92,1970,90+
1994,Males,92,2159,90+
1995,Males,92,2234,90+
1996,Males,92,2368,90+
1997,Males,92,2425,90+
1998,Males,92,2705,90+
1999,Males,92,2848,90+
2000,Males,92,3050,90+
2001,Males,92,3392,90+
2002,Males,92,3529,90+
2003,Males,92,3730,90+
2004,Males,92,3937,90+
2005,Males,92,4291,90+
2006,Males,92,4572,90+
2007,Males,92,4840,90+
2008,Males,92,5044,90+
2009,Males,92,5219,90+
2010,Males,92,5189,90+
2011,Males,92,5406,90+
2012,Males,92,6759,90+
2013,Males,92,7343,90+
2014,Males,92,8028,90+
2015,Males,92,8277,90+
2016,Males,92,8961,90+
2017,Males,92,9329,90+
2018,Males,92,9983,90+
2019,Males,92,10216,90+
2020,Males,92,10662,90+
2021,Males,92,11461,90+
1971,Males,93,508,90+
1972,Males,93,474,90+
1973,Males,93,520,90+
1974,Males,93,579,90+
1975,Males,93,602,90+
1976,Males,93,603,90+
1977,Males,93,626,90+
1978,Males,93,684,90+
1979,Males,93,803,90+
1980,Males,93,747,90+
1981,Males,93,840,90+
1982,Males,93,881,90+
1983,Males,93,865,90+
1984,Males,93,998,90+
1985,Males,93,967,90+
1986,Males,93,1054,90+
1987,Males,93,972,90+
1988,Males,93,1003,90+
1989,Males,93,1013,90+
1990,Males,93,1051,90+
1991,Males,93,1073,90+
1992,Males,93,1154,90+
1993,Males,93,1446,90+
1994,Males,93,1535,90+
1995,Males,93,1665,90+
1996,Males,93,1754,90+
1997,Males,93,1828,90+
1998,Males,93,1921,90+
1999,Males,93,2146,90+
2000,Males,93,2236,90+
2001,Males,93,2472,90+
2002,Males,93,2624,90+
2003,Males,93,2710,90+
2004,Males,93,2892,90+
2005,Males,93,3113,90+
2006,Males,93,3383,90+
2007,Males,93,3610,90+
2008,Males,93,3778,90+
2009,Males,93,3985,90+
2010,Males,93,4091,90+
2011,Males,93,4063,90+
2012,Males,93,4261,90+
2013,Males,93,5387,90+
2014,Males,93,5931,90+
2015,Males,93,6446,90+
2016,Males,93,6668,90+
2017,Males,93,7138,90+
2018,Males,93,7446,90+
2019,Males,93,8087,90+
2020,Males,93,8186,90+
2021,Males,93,8756,90+
1971,Males,94,345,90+
1972,Males,94,349,90+
1973,Males,94,342,90+
1974,Males,94,373,90+
1975,Males,94,410,90+
1976,Males,94,436,90+
1977,Males,94,424,90+
1978,Males,94,441,90+
1979,Males,94,515,90+
1980,Males,94,591,90+
1981,Males,94,549,90+
1982,Males,94,626,90+
1983,Males,94,662,90+
1984,Males,94,683,90+
1985,Males,94,758,90+
1986,Males,94,720,90+
1987,Males,94,799,90+
1988,Males,94,725,90+
1989,Males,94,755,90+
1990,Males,94,737,90+
1991,Males,94,769,90+
1992,Males,94,824,90+
1993,Males,94,888,90+
1994,Males,94,1152,90+
1995,Males,94,1229,90+
1996,Males,94,1218,90+
1997,Males,94,1374,90+
1998,Males,94,1394,90+
1999,Males,94,1524,90+
2000,Males,94,1685,90+
2001,Males,94,1767,90+
2002,Males,94,1903,90+
2003,Males,94,1973,90+
2004,Males,94,2048,90+
2005,Males,94,2235,90+
2006,Males,94,2368,90+
2007,Males,94,2591,90+
2008,Males,94,2769,90+
2009,Males,94,2863,90+
2010,Males,94,3042,90+
2011,Males,94,3088,90+
2012,Males,94,3136,90+
2013,Males,94,3359,90+
2014,Males,94,4268,90+
2015,Males,94,4684,90+
2016,Males,94,5090,90+
2017,Males,94,5175,90+
2018,Males,94,5619,90+
2019,Males,94,5853,90+
2020,Males,94,6381,90+
2021,Males,94,6574,90+
1971,Males,95,245,90+
1972,Males,95,249,90+
1973,Males,95,231,90+
1974,Males,95,267,90+
1975,Males,95,261,90+
1976,Males,95,299,90+
1977,Males,95,306,90+
1978,Males,95,304,90+
1979,Males,95,324,90+
1980,Males,95,383,90+
1981,Males,95,424,90+
1982,Males,95,413,90+
1983,Males,95,445,90+
1984,Males,95,504,90+
1985,Males,95,539,90+
1986,Males,95,566,90+
1987,Males,95,547,90+
1988,Males,95,574,90+
1989,Males,95,545,90+
1990,Males,95,546,90+
1991,Males,95,533,90+
1992,Males,95,612,90+
1993,Males,95,626,90+
1994,Males,95,665,90+
1995,Males,95,911,90+
1996,Males,95,974,90+
1997,Males,95,960,90+
1998,Males,95,1043,90+
1999,Males,95,1072,90+
2000,Males,95,1184,90+
2001,Males,95,1314,90+
2002,Males,95,1349,90+
2003,Males,95,1403,90+
2004,Males,95,1433,90+
2005,Males,95,1564,90+
2006,Males,95,1646,90+
2007,Males,95,1778,90+
2008,Males,95,1930,90+
2009,Males,95,2054,90+
2010,Males,95,2110,90+
2011,Males,95,2257,90+
2012,Males,95,2292,90+
2013,Males,95,2425,90+
2014,Males,95,2603,90+
2015,Males,95,3296,90+
2016,Males,95,3620,90+
2017,Males,95,3842,90+
2018,Males,95,3897,90+
2019,Males,95,4252,90+
2020,Males,95,4530,90+
2021,Males,95,5061,90+
1971,Males,96,173,90+
1972,Males,96,179,90+
1973,Males,96,168,90+
1974,Males,96,169,90+
1975,Males,96,188,90+
1976,Males,96,206,90+
1977,Males,96,212,90+
1978,Males,96,216,90+
1979,Males,96,214,90+
1980,Males,96,245,90+
1981,Males,96,280,90+
1982,Males,96,325,90+
1983,Males,96,305,90+
1984,Males,96,344,90+
1985,Males,96,366,90+
1986,Males,96,441,90+
1987,Males,96,422,90+
1988,Males,96,411,90+
1989,Males,96,419,90+
1990,Males,96,377,90+
1991,Males,96,400,90+
1992,Males,96,407,90+
1993,Males,96,479,90+
1994,Males,96,488,90+
1995,Males,96,501,90+
1996,Males,96,729,90+
1997,Males,96,726,90+
1998,Males,96,745,90+
1999,Males,96,815,90+
2000,Males,96,831,90+
2001,Males,96,952,90+
2002,Males,96,975,90+
2003,Males,96,965,90+
2004,Males,96,995,90+
2005,Males,96,1009,90+
2006,Males,96,1146,90+
2007,Males,96,1206,90+
2008,Males,96,1272,90+
2009,Males,96,1408,90+
2010,Males,96,1478,90+
2011,Males,96,1531,90+
2012,Males,96,1640,90+
2013,Males,96,1668,90+
2014,Males,96,1837,90+
2015,Males,96,1936,90+
2016,Males,96,2480,90+
2017,Males,96,2663,90+
2018,Males,96,2817,90+
2019,Males,96,2885,90+
2020,Males,96,3134,90+
2021,Males,96,3498,90+
1971,Males,97,100,90+
1972,Males,97,113,90+
1973,Males,97,139,90+
1974,Males,97,119,90+
1975,Males,97,110,90+
1976,Males,97,136,90+
1977,Males,97,148,90+
1978,Males,97,143,90+
1979,Males,97,155,90+
1980,Males,97,166,90+
1981,Males,97,175,90+
1982,Males,97,187,90+
1983,Males,97,248,90+
1984,Males,97,260,90+
1985,Males,97,256,90+
1986,Males,97,268,90+
1987,Males,97,322,90+
1988,Males,97,311,90+
1989,Males,97,312,90+
1990,Males,97,271,90+
1991,Males,97,262,90+
1992,Males,97,289,90+
1993,Males,97,298,90+
1994,Males,97,380,90+
1995,Males,97,376,90+
1996,Males,97,365,90+
1997,Males,97,528,90+
1998,Males,97,539,90+
1999,Males,97,607,90+
2000,Males,97,640,90+
2001,Males,97,664,90+
2002,Males,97,696,90+
2003,Males,97,674,90+
2004,Males,97,694,90+
2005,Males,97,703,90+
2006,Males,97,674,90+
2007,Males,97,803,90+
2008,Males,97,858,90+
2009,Males,97,862,90+
2010,Males,97,1018,90+
2011,Males,97,1007,90+
2012,Males,97,1079,90+
2013,Males,97,1166,90+
2014,Males,97,1217,90+
2015,Males,97,1362,90+
2016,Males,97,1465,90+
2017,Males,97,1750,90+
2018,Males,97,1881,90+
2019,Males,97,1983,90+
2020,Males,97,2033,90+
2021,Males,97,2304,90+
